ano_ref,regiao,uf,municipio,codibge_munic,empresa,resid_permanentes,resid_uso_ocasional,pop_estimada
2014,CENTRO-OESTE,DF,AGUAS CLARAS,530020,CAESB,0,47158,99000
2014,CENTRO-OESTE,DF,BRAZLANDIA,530004,,3,0,9
2014,CENTRO-OESTE,DF,BRAZLANDIA,530004,CAESB,996,4335,36320
2014,CENTRO-OESTE,DF,CANDANGOLANDIA,530019,CAESB,72,0,16738
2014,CENTRO-OESTE,DF,CEILANDIA,530009,CAESB,0,34732,330000
2014,CENTRO-OESTE,DF,CRUZEIRO,530011,CAESB,0,5546,33000
2014,CENTRO-OESTE,DF,FERCAL,530031,CAESB,1796,0,6257
2014,CENTRO-OESTE,DF,GAMA,530002,CAESB,829,15427,101736
2014,CENTRO-OESTE,DF,GUARA,530000,CAESB,0,18992,99000
2014,CENTRO-OESTE,DF,ITAPOA,530028,CAESB,1,29,39600
2014,CENTRO-OESTE,DF,JARDIM BOTANICO,530027,CAESB,4386,0,14474
2014,CENTRO-OESTE,DF,LAGO NORTE,530018,CAESB,0,1165,33000
2014,CENTRO-OESTE,DF,LAGO SUL,530016,CAESB,0,1861,26400
2014,CENTRO-OESTE,DF,NUCLEO BANDEIRANTE,530008,CAESB,0,2475,19800
2014,CENTRO-OESTE,DF,PARANOA,530007,,3,0,3310
2014,CENTRO-OESTE,DF,PARANOA,530007,CAESB,0,3196,33000
2014,CENTRO-OESTE,DF,PARK WAY,530024,,1,0,3
2014,CENTRO-OESTE,DF,PARK WAY,530024,CAESB,0,2537,13200
2014,CENTRO-OESTE,DF,PLANALTINA,530006,,2,0,6
2014,CENTRO-OESTE,DF,PLANALTINA,530006,CAESB,9,0,135000
2014,CENTRO-OESTE,DF,PLANO PILOTO,530001,CAESB,0,289,264000
2014,CENTRO-OESTE,DF,RECANTO DAS EMAS,530015,CAESB,333,1397,113223
2014,CENTRO-OESTE,DF,RIACHO FUNDO,530017,CAESB,0,4332,33000
2014,CENTRO-OESTE,DF,RIACHO FUNDO II,530021,CAESB,0,1746,33000
2014,CENTRO-OESTE,DF,SÃO SEBASTIAO,530025,CAESB,5,118,16517
2014,CENTRO-OESTE,DF,SAMAMBAIA,530013,CAESB,0,466,99000
2014,CENTRO-OESTE,DF,SANTA MARIA,530014,CAESB,55,13338,66446
2014,CENTRO-OESTE,DF,SCIA,530029,CAESB,0,46,3300
2014,CENTRO-OESTE,DF,SIA,530012,CAESB,16,0,6290
2014,CENTRO-OESTE,DF,SOBRADINHO,530005,CAESB,1,69,49500
2014,CENTRO-OESTE,DF,SOBRADINHO II,530026,,0,0,99
2014,CENTRO-OESTE,DF,SOBRADINHO II,530026,CAESB,496,3789,67637
2014,CENTRO-OESTE,DF,SUDOESTE/OCTOGONAL,530022,CAESB,0,9535,66000
2014,CENTRO-OESTE,DF,TAGUATINGA,530003,CAESB,0,21437,198000
2014,CENTRO-OESTE,DF,VARJAO,530023,CAESB,0,354,6600
2014,CENTRO-OESTE,DF,VICENTE PIRES,530030,CAESB,18186,0,60014
2014,CENTRO-OESTE,GO,ABADIA DE GOIAS,520005,SANEAGO,209,0,7113
2014,CENTRO-OESTE,GO,ABADIANIA,520010,,42,0,13525
2014,CENTRO-OESTE,GO,ACREUNA,520013,,1,0,3
2014,CENTRO-OESTE,GO,ACREUNA,520013,SANEAGO,484,0,21285
2014,CENTRO-OESTE,GO,ADELANDIA,520015,SANEAGO,8,0,2386
2014,CENTRO-OESTE,GO,AGUA FRIA DE GOIAS,520017,SANEAGO,914,0,2870
2014,CENTRO-OESTE,GO,AGUA LIMPA,520020,SANEAGO,7,0,2020
2014,CENTRO-OESTE,GO,AGUAS LINDAS DE GOIAS,520025,SANEAGO,40620,23,174283
2014,CENTRO-OESTE,GO,ALEXANIA,520030,,17,11,1585
2014,CENTRO-OESTE,GO,ALEXANIA,520030,SANEAGO,7373,0,23594
2014,CENTRO-OESTE,GO,ALOANDIA,520050,SANEAGO,0,0,2048
2014,CENTRO-OESTE,GO,ALTO HORIZONTE,520055,SANEAGO,1655,0,5131
2014,CENTRO-OESTE,GO,ALTO PARAISO DE GOIAS,520060,SANEAGO,1899,0,6134
2014,CENTRO-OESTE,GO,ALVORADA DO NORTE,520080,SANEAGO,20,0,8350
2014,CENTRO-OESTE,GO,AMARALINA,520082,SANEAGO,524,0,1651
2014,CENTRO-OESTE,GO,AMERICANO DO BRASIL,520085,SANEAGO,1898,0,5428
2014,CENTRO-OESTE,GO,AMORINOPOLIS,520090,,1,0,3
2014,CENTRO-OESTE,GO,AMORINOPOLIS,520090,SANEAGO,281,0,3510
2014,CENTRO-OESTE,GO,ANAPOLIS,520110,SANEAGO,956,0,357364
2014,CENTRO-OESTE,GO,ANHANGUERA,520120,SANEAGO,0,0,867
2014,CENTRO-OESTE,GO,ANICUNS,520130,SANEAGO,6970,0,20884
2014,CENTRO-OESTE,GO,APARECIDA DE GOIANIA,520140,,1,0,3
2014,CENTRO-OESTE,GO,APARECIDA DE GOIANIA,520140,SANEAGO,35780,0,123663
2014,CENTRO-OESTE,GO,APARECIDA DO RIO DOCE,520145,SANEAGO,0,0,2368
2014,CENTRO-OESTE,GO,APORE,520150,SANEAGO,1245,0,3735
2014,CENTRO-OESTE,GO,ARACU,520160,SANEAGO,19,0,3822
2014,CENTRO-OESTE,GO,ARAGARCAS,520170,SANEAGO,77,0,19143
2014,CENTRO-OESTE,GO,ARAGOIANIA,520180,,4,4,229
2014,CENTRO-OESTE,GO,ARAGOIANIA,520180,SANEAGO,2578,0,7992
2014,CENTRO-OESTE,GO,ARAGUAPAZ,520215,SANEAGO,1954,0,5667
2014,CENTRO-OESTE,GO,ARENOPOLIS,520235,SANEAGO,14,68,2758
2014,CENTRO-OESTE,GO,ARUANA,520250,SANEAGO,26,0,8215
2014,CENTRO-OESTE,GO,AURILANDIA,520260,SANEAGO,10,0,3458
2014,CENTRO-OESTE,GO,AVELINOPOLIS,520280,SANEAGO,851,0,2443
2014,CENTRO-OESTE,GO,BALIZA,520310,SANEAGO,5,0,1694
2014,CENTRO-OESTE,GO,BARRO ALTO,520320,SANEAGO,24,0,9504
2014,CENTRO-OESTE,GO,BELA VISTA DE GOIAS,520330,,79,0,238
2014,CENTRO-OESTE,GO,BELA VISTA DE GOIAS,520330,SANEAGO,6873,0,20777
2014,CENTRO-OESTE,GO,BOM JARDIM DE GOIAS,520340,SANEAGO,2776,0,8189
2014,CENTRO-OESTE,GO,BOM JESUS DE GOIAS,520350,SANEAGO,5594,539,17621
2014,CENTRO-OESTE,GO,BONFINOPOLIS,520355,SANEAGO,20,0,7632
2014,CENTRO-OESTE,GO,BONOPOLIS,520357,SANEAGO,5,215,1642
2014,CENTRO-OESTE,GO,BRAZABRANTES,520360,SANEAGO,217,0,3317
2014,CENTRO-OESTE,GO,BRITANIA,520380,SANEAGO,10,0,5643
2014,CENTRO-OESTE,GO,BURITI ALEGRE,520390,SANEAGO,32,0,9377
2014,CENTRO-OESTE,GO,BURITI DE GOIAS,520393,SANEAGO,957,0,2603
2014,CENTRO-OESTE,GO,BURITINOPOLIS,520396,SANEAGO,762,0,2614
2014,CENTRO-OESTE,GO,CABECEIRAS,520400,SANEAGO,2224,0,7050
2014,CENTRO-OESTE,GO,CACHOEIRA ALTA,520410,SANEAGO,2941,0,8941
2014,CENTRO-OESTE,GO,CACHOEIRA DE GOIAS,520420,,4,0,1234
2014,CENTRO-OESTE,GO,CACHOEIRA DOURADA,520425,SANEAGO,2112,0,6357
2014,CENTRO-OESTE,GO,CACU,520430,,1,0,3
2014,CENTRO-OESTE,GO,CACU,520430,SANEAGO,3779,0,11564
2014,CENTRO-OESTE,GO,CAIAPONIA,520440,,10,1,30
2014,CENTRO-OESTE,GO,CAIAPONIA,520440,SANEAGO,5299,0,15314
2014,CENTRO-OESTE,GO,CALDAS NOVAS,520450,,10,0,68991
2014,CENTRO-OESTE,GO,CALDAZINHA,520455,SANEAGO,685,0,2069
2014,CENTRO-OESTE,GO,CAMPESTRE DE GOIAS,520460,SANEAGO,891,0,2824
2014,CENTRO-OESTE,GO,CAMPINACU,520465,SANEAGO,983,0,2978
2014,CENTRO-OESTE,GO,CAMPINORTE,520470,SANEAGO,35,0,11785
2014,CENTRO-OESTE,GO,CAMPO ALEGRE DE GOIAS,520480,SANEAGO,1995,0,6244
2014,CENTRO-OESTE,GO,CAMPO LIMPO DE GOIAS,520485,SANEAGO,1869,0,6112
2014,CENTRO-OESTE,GO,CAMPOS BELOS,520490,,9,41,198
2014,CENTRO-OESTE,GO,CAMPOS BELOS,520490,SANEAGO,50,0,17442
2014,CENTRO-OESTE,GO,CAMPOS VERDES,520495,SANEAGO,10,0,3900
2014,CENTRO-OESTE,GO,CARMO DO RIO VERDE,520500,SANEAGO,2989,0,8818
2014,CENTRO-OESTE,GO,CASTELANDIA,520505,SANEAGO,59,0,3188
2014,CENTRO-OESTE,GO,CATALAO,520510,,10150,0,94854
2014,CENTRO-OESTE,GO,CATURAI,520520,SANEAGO,1453,0,4490
2014,CENTRO-OESTE,GO,CAVALCANTE,520530,SANEAGO,2249,0,7849
2014,CENTRO-OESTE,GO,CERES,520540,SANEAGO,7117,0,21493
2014,CENTRO-OESTE,GO,CEZARINA,520545,SANEAGO,2288,0,7207
2014,CENTRO-OESTE,GO,CHAPADAO DO CEU,520547,,63,4,7825
2014,CENTRO-OESTE,GO,CIDADE OCIDENTAL,520549,SANEAGO,346,0,61547
2014,CENTRO-OESTE,GO,COCALZINHO DE GOIAS,520551,SANEAGO,3257,0,10586
2014,CENTRO-OESTE,GO,COLINAS DO SUL,520552,,86,41,3443
2014,CENTRO-OESTE,GO,CORREGO DO OURO,520570,SANEAGO,791,0,2191
2014,CENTRO-OESTE,GO,CORUMBA DE GOIAS,520580,,27,0,8672
2014,CENTRO-OESTE,GO,CORUMBAIBA,520590,,4,0,12
2014,CENTRO-OESTE,GO,CORUMBAIBA,520590,SANEAGO,2445,20,7431
2014,CENTRO-OESTE,GO,CRISTALINA,520620,SANEAGO,9095,0,31789
2014,CENTRO-OESTE,GO,CRISTIANOPOLIS,520630,SANEAGO,0,0,2810
2014,CENTRO-OESTE,GO,CRIXAS,520640,,6,0,18
2014,CENTRO-OESTE,GO,CRIXAS,520640,SANEAGO,4198,0,13556
2014,CENTRO-OESTE,GO,CROMINIA,520650,SANEAGO,12,0,3525
2014,CENTRO-OESTE,GO,CUMARI,520660,SANEAGO,59,0,3008
2014,CENTRO-OESTE,GO,DAMIANOPOLIS,520670,SANEAGO,945,0,2939
2014,CENTRO-OESTE,GO,DAMOLANDIA,520680,SANEAGO,934,0,2681
2014,CENTRO-OESTE,GO,DAVINOPOLIS,520690,SANEAGO,688,0,1844
2014,CENTRO-OESTE,GO,DIORAMA,520710,SANEAGO,7,0,2052
2014,CENTRO-OESTE,GO,DIVINOPOLIS DE GOIAS,520830,SANEAGO,1377,0,4324
2014,CENTRO-OESTE,GO,DOVERLANDIA,520725,SANEAGO,20,0,7056
2014,CENTRO-OESTE,GO,EDEALINA,520735,SANEAGO,81,0,3491
2014,CENTRO-OESTE,GO,EDEIA,520740,SANEAGO,3641,0,10741
2014,CENTRO-OESTE,GO,ESTRELA DO NORTE,520750,SANEAGO,89,0,3321
2014,CENTRO-OESTE,GO,FAINA,520753,,0,0,0
2014,CENTRO-OESTE,GO,FAZENDA NOVA,520760,SANEAGO,1771,0,4923
2014,CENTRO-OESTE,GO,FIRMINOPOLIS,520780,SANEAGO,3403,0,10005
2014,CENTRO-OESTE,GO,FLORES DE GOIAS,520790,SANEAGO,56,0,3548
2014,CENTRO-OESTE,GO,FORMOSA,520800,,37,0,111
2014,CENTRO-OESTE,GO,FORMOSA,520800,SANEAGO,32842,0,108379
2014,CENTRO-OESTE,GO,FORMOSO,520810,SANEAGO,14,0,4407
2014,CENTRO-OESTE,GO,GAMELEIRA DE GOIAS,520815,SANEAGO,766,0,2367
2014,CENTRO-OESTE,GO,GOIANAPOLIS,520840,SANEAGO,0,0,9930
2014,CENTRO-OESTE,GO,GOIANDIRA,520850,SANEAGO,81,0,5224
2014,CENTRO-OESTE,GO,GOIANESIA,520860,SANEAGO,18741,0,61470
2014,CENTRO-OESTE,GO,GOIANIA,520870,,0,0,31
2014,CENTRO-OESTE,GO,GOIANIA,520870,SANEAGO,225445,0,1393512
2014,CENTRO-OESTE,GO,GOIANIRA,520880,SANEAGO,5664,0,27604
2014,CENTRO-OESTE,GO,GOIAS,520890,SANEAGO,8408,0,24755
2014,CENTRO-OESTE,GO,GOIATUBA,520910,SANEAGO,9928,0,29387
2014,CENTRO-OESTE,GO,GOUVELANDIA,520915,SANEAGO,1238,0,3578
2014,CENTRO-OESTE,GO,GUAPO,520920,SANEAGO,4542,0,14390
2014,CENTRO-OESTE,GO,GUARAITA,520929,SANEAGO,618,0,1724
2014,CENTRO-OESTE,GO,GUARANI DE GOIAS,520940,SANEAGO,675,0,2295
2014,CENTRO-OESTE,GO,GUARINOS,520945,,7,0,2038
2014,CENTRO-OESTE,GO,HEITORAI,520960,SANEAGO,0,0,0
2014,CENTRO-OESTE,GO,HIDROLANDIA,520970,,3,0,9
2014,CENTRO-OESTE,GO,HIDROLANDIA,520970,SANEAGO,3887,0,13315
2014,CENTRO-OESTE,GO,HIDROLINA,520980,SANEAGO,1231,0,3582
2014,CENTRO-OESTE,GO,IACIARA,520990,SANEAGO,30,0,12775
2014,CENTRO-OESTE,GO,INACIOLANDIA,520993,SANEAGO,1851,0,5683
2014,CENTRO-OESTE,GO,INDIARA,520995,SANEAGO,4527,0,14555
2014,CENTRO-OESTE,GO,INHUMAS,521000,SANEAGO,112,0,46837
2014,CENTRO-OESTE,GO,IPAMERI,521010,SANEAGO,8224,0,25440
2014,CENTRO-OESTE,GO,IPIRANGA DE GOIAS,521015,SANEAGO,136,0,1596
2014,CENTRO-OESTE,GO,IPORA,521020,SANEAGO,1,0,30800
2014,CENTRO-OESTE,GO,ISRAELANDIA,521030,SANEAGO,2,0,2836
2014,CENTRO-OESTE,GO,ITABERAI,521040,,79,0,248
2014,CENTRO-OESTE,GO,ITABERAI,521040,SANEAGO,11828,0,37297
2014,CENTRO-OESTE,GO,ITAGUARI,521056,SANEAGO,10,0,4560
2014,CENTRO-OESTE,GO,ITAGUARU,521060,SANEAGO,10,0,5491
2014,CENTRO-OESTE,GO,ITAJA,521080,SANEAGO,883,0,2605
2014,CENTRO-OESTE,GO,ITAPACI,521090,SANEAGO,4188,0,12983
2014,CENTRO-OESTE,GO,ITAPIRAPUA,521100,SANEAGO,2559,0,7216
2014,CENTRO-OESTE,GO,ITAPURANGA,521120,SANEAGO,8935,0,25465
2014,CENTRO-OESTE,GO,ITARUMA,521130,SANEAGO,885,0,10567
2014,CENTRO-OESTE,GO,ITAUCU,521140,,12,2,36
2014,CENTRO-OESTE,GO,ITAUCU,521140,SANEAGO,2568,0,7749
2014,CENTRO-OESTE,GO,ITUMBIARA,521150,,1,0,3
2014,CENTRO-OESTE,GO,ITUMBIARA,521150,SANEAGO,30879,0,98375
2014,CENTRO-OESTE,GO,IVOLANDIA,521160,SANEAGO,753,0,2033
2014,CENTRO-OESTE,GO,JANDAIA,521170,SANEAGO,12,0,5250
2014,CENTRO-OESTE,GO,JARAGUA,521180,SANEAGO,12646,0,41587
2014,CENTRO-OESTE,GO,JATAI,521190,SANEAGO,29567,0,93748
2014,CENTRO-OESTE,GO,JAUPACI,521200,SANEAGO,0,0,2810
2014,CENTRO-OESTE,GO,JESUPOLIS,521205,SANEAGO,782,0,2409
2014,CENTRO-OESTE,GO,JOVIANIA,521210,SANEAGO,20,0,7350
2014,CENTRO-OESTE,GO,JUSSARA,521220,SANEAGO,165,0,488
2014,CENTRO-OESTE,GO,LAGOA SANTA,521225,SANEAGO,4,0,1301
2014,CENTRO-OESTE,GO,LEOPOLDO DE BULHOES,521230,,1,0,3
2014,CENTRO-OESTE,GO,LEOPOLDO DE BULHOES,521230,SANEAGO,13,0,6220
2014,CENTRO-OESTE,GO,LUZIANIA,521250,SANEAGO,22621,0,121075
2014,CENTRO-OESTE,GO,MAIRIPOTABA,521260,SANEAGO,8,0,2355
2014,CENTRO-OESTE,GO,MAMBAI,521270,SANEAGO,11,0,6412
2014,CENTRO-OESTE,GO,MARA ROSA,521280,SANEAGO,3114,0,9529
2014,CENTRO-OESTE,GO,MARZAGAO,521290,SANEAGO,0,0,2037
2014,CENTRO-OESTE,GO,MATRINCHA,521295,,12,0,3679
2014,CENTRO-OESTE,GO,MAURILANDIA,521300,SANEAGO,3547,0,11386
2014,CENTRO-OESTE,GO,MIMOSO DE GOIAS,521305,SANEAGO,515,0,1591
2014,CENTRO-OESTE,GO,MINACU,521308,SANEAGO,9301,0,29484
2014,CENTRO-OESTE,GO,MINEIROS,521310,,11,0,58024
2014,CENTRO-OESTE,GO,MOIPORA,521340,SANEAGO,622,0,1739
2014,CENTRO-OESTE,GO,MONTE ALEGRE DE GOIAS,521350,SANEAGO,1383,0,4896
2014,CENTRO-OESTE,GO,MONTES CLAROS DE GOIAS,521370,SANEAGO,127,0,7358
2014,CENTRO-OESTE,GO,MONTIVIDIU,521375,SANEAGO,2987,0,9529
2014,CENTRO-OESTE,GO,MONTIVIDIU DO NORTE,521377,SANEAGO,678,0,2176
2014,CENTRO-OESTE,GO,MORRINHOS,521380,SANEAGO,97,0,43779
2014,CENTRO-OESTE,GO,MORRO AGUDO DE GOIAS,521385,SANEAGO,738,0,2096
2014,CENTRO-OESTE,GO,MOSSAMEDES,521390,,1725,0,4916
2014,CENTRO-OESTE,GO,MOZARLANDIA,521400,SANEAGO,3561,0,11039
2014,CENTRO-OESTE,GO,MUNDO NOVO,521405,SANEAGO,1744,0,5162
2014,CENTRO-OESTE,GO,MUTUNOPOLIS,521410,SANEAGO,88,0,3188
2014,CENTRO-OESTE,GO,NAZARIO,521440,SANEAGO,473,0,7984
2014,CENTRO-OESTE,GO,NEROPOLIS,521450,SANEAGO,4653,0,24091
2014,CENTRO-OESTE,GO,NIQUELANDIA,521460,SANEAGO,164,0,35515
2014,CENTRO-OESTE,GO,NOVA AMERICA,521470,SANEAGO,631,0,1830
2014,CENTRO-OESTE,GO,NOVA AURORA,521480,SANEAGO,0,0,1960
2014,CENTRO-OESTE,GO,NOVA CRIXAS,521483,SANEAGO,624,0,9954
2014,CENTRO-OESTE,GO,NOVA GLORIA,521486,SANEAGO,2444,0,6990
2014,CENTRO-OESTE,GO,NOVA IGUACU DE GOIAS,521487,SANEAGO,853,0,2585
2014,CENTRO-OESTE,GO,NOVA ROMA,521490,,736,0,2260
2014,CENTRO-OESTE,GO,NOVA VENEZA,521500,SANEAGO,2236,0,7289
2014,CENTRO-OESTE,GO,NOVO BRASIL,521520,SANEAGO,12,0,3398
2014,CENTRO-OESTE,GO,NOVO GAMA,521523,SANEAGO,10527,0,91383
2014,CENTRO-OESTE,GO,NOVO PLANALTO,521525,SANEAGO,43,0,3056
2014,CENTRO-OESTE,GO,ORIZONA,521530,SANEAGO,3735,0,10944
2014,CENTRO-OESTE,GO,OURO VERDE DE GOIAS,521540,SANEAGO,0,0,3020
2014,CENTRO-OESTE,GO,OUVIDOR,521550,,3,0,9
2014,CENTRO-OESTE,GO,OUVIDOR,521550,SANEAGO,19,0,5850
2014,CENTRO-OESTE,GO,PADRE BERNARDO,521560,SANEAGO,43,0,15058
2014,CENTRO-OESTE,GO,PALESTINA DE GOIAS,521565,SANEAGO,881,0,2625
2014,CENTRO-OESTE,GO,PALMEIRAS DE GOIAS,521570,SANEAGO,7255,0,21838
2014,CENTRO-OESTE,GO,PALMELO,521580,SANEAGO,7,0,2183
2014,CENTRO-OESTE,GO,PALMINOPOLIS,521590,SANEAGO,1167,0,3244
2014,CENTRO-OESTE,GO,PANAMA,521600,,8,3,2295
2014,CENTRO-OESTE,GO,PARANAIGUARA,521630,,2250,114,18190
2014,CENTRO-OESTE,GO,PARAUNA,521640,SANEAGO,3364,0,10294
2014,CENTRO-OESTE,GO,PEROLANDIA,521645,SANEAGO,7,0,2268
2014,CENTRO-OESTE,GO,PETROLINA DE GOIAS,521680,,7,0,21
2014,CENTRO-OESTE,GO,PETROLINA DE GOIAS,521680,SANEAGO,2357,0,7307
2014,CENTRO-OESTE,GO,PILAR DE GOIAS,521690,SANEAGO,438,0,1327
2014,CENTRO-OESTE,GO,PIRACANJUBA,521710,SANEAGO,493,0,24683
2014,CENTRO-OESTE,GO,PIRANHAS,521720,SANEAGO,34,0,10537
2014,CENTRO-OESTE,GO,PIRENOPOLIS,521730,SANEAGO,73,69,24106
2014,CENTRO-OESTE,GO,PIRES DO RIO,521740,SANEAGO,0,0,27450
2014,CENTRO-OESTE,GO,PLANALTINA,521760,SANEAGO,3,0,86010
2014,CENTRO-OESTE,GO,PONTALINA,521770,SANEAGO,6156,0,17298
2014,CENTRO-OESTE,GO,PORANGATU,521800,SANEAGO,12972,0,40732
2014,CENTRO-OESTE,GO,PORTEIRAO,521805,SANEAGO,10,0,3410
2014,CENTRO-OESTE,GO,PORTELANDIA,521810,SANEAGO,58,0,3280
2014,CENTRO-OESTE,GO,POSSE,521830,SANEAGO,9253,0,32108
2014,CENTRO-OESTE,GO,PROFESSOR JAMIL,521839,SANEAGO,0,953,3157
2014,CENTRO-OESTE,GO,QUIRINOPOLIS,521850,,1,0,3
2014,CENTRO-OESTE,GO,QUIRINOPOLIS,521850,SANEAGO,12548,0,37895
2014,CENTRO-OESTE,GO,RIALMA,521860,SANEAGO,30,0,10608
2014,CENTRO-OESTE,GO,RIANAPOLIS,521870,SANEAGO,1459,0,4567
2014,CENTRO-OESTE,GO,RIO QUENTE,521878,,10,10,3624
2014,CENTRO-OESTE,GO,RIO VERDE,521880,SANEAGO,58028,0,184421
2014,CENTRO-OESTE,GO,RUBIATABA,521890,SANEAGO,260,0,18328
2014,CENTRO-OESTE,GO,SANCLERLANDIA,521900,SANEAGO,27,0,7756
2014,CENTRO-OESTE,GO,SANTA BARBARA DE GOIAS,521910,SANEAGO,1828,0,5649
2014,CENTRO-OESTE,GO,SANTA CRUZ DE GOIAS,521920,SANEAGO,183,0,1947
2014,CENTRO-OESTE,GO,SANTA FE DE GOIAS,521925,SANEAGO,1524,0,4618
2014,CENTRO-OESTE,GO,SANTA HELENA DE GOIAS,521930,SANEAGO,739,0,32861
2014,CENTRO-OESTE,GO,SANTA ISABEL,521935,SANEAGO,1119,0,3200
2014,CENTRO-OESTE,GO,SANTA RITA DO ARAGUAIA,521940,SANEAGO,20,0,7320
2014,CENTRO-OESTE,GO,SANTA RITA DO NOVO DESTINO,521945,,517,0,1864
2014,CENTRO-OESTE,GO,SANTA ROSA DE GOIAS,521950,SANEAGO,815,0,2372
2014,CENTRO-OESTE,GO,SANTA TEREZA DE GOIAS,521960,SANEAGO,10,0,3770
2014,CENTRO-OESTE,GO,SANTA TEREZINHA DE GOIAS,521970,SANEAGO,19,0,5921
2014,CENTRO-OESTE,GO,SANTO ANTONIO DA BARRA,521971,SANEAGO,14,0,3708
2014,CENTRO-OESTE,GO,SANTO ANTONIO DE GOIAS,521973,SANEAGO,10,0,5010
2014,CENTRO-OESTE,GO,SANTO ANTONIO DO DESCOBERTO,521975,SANEAGO,1158,0,60215
2014,CENTRO-OESTE,GO,SAO DOMINGOS,521980,SANEAGO,2358,0,7970
2014,CENTRO-OESTE,GO,SAO FRANCISCO DE GOIAS,521990,SANEAGO,1979,0,5957
2014,CENTRO-OESTE,GO,SAO JOAO D'ALIANCA,522000,SANEAGO,2161,0,8547
2014,CENTRO-OESTE,GO,SAO JOAO DA PARAUNA,522005,SANEAGO,5,0,1607
2014,CENTRO-OESTE,GO,SAO LUIS DE MONTES BELOS,522010,,10,0,230
2014,CENTRO-OESTE,GO,SAO LUIS DE MONTES BELOS,522010,SANEAGO,8937,0,25470
2014,CENTRO-OESTE,GO,SAO LUIZ DO NORTE,522015,SANEAGO,948,0,2910
2014,CENTRO-OESTE,GO,SAO MIGUEL DO ARAGUAIA,522020,SANEAGO,544,0,19196
2014,CENTRO-OESTE,GO,SAO MIGUEL DO PASSA QUATRO,522026,SANEAGO,49,0,3147
2014,CENTRO-OESTE,GO,SAO PATRICIO,522028,SANEAGO,533,0,1514
2014,CENTRO-OESTE,GO,SAO SIMAO,522040,,1295,0,17387
2014,CENTRO-OESTE,GO,SENADOR CANEDO,522045,,24653,0,94845
2014,CENTRO-OESTE,GO,SERRANOPOLIS,522050,SANEAGO,2224,0,6805
2014,CENTRO-OESTE,GO,SILVANIA,522060,SANEAGO,5861,0,17993
2014,CENTRO-OESTE,GO,SIMOLANDIA,522068,,1,0,4
2014,CENTRO-OESTE,GO,SITIO D'ABADIA,522070,SANEAGO,368,0,1233
2014,CENTRO-OESTE,GO,TAQUARAL DE GOIAS,522100,SANEAGO,10,0,3575
2014,CENTRO-OESTE,GO,TERESINA DE GOIAS,522108,SANEAGO,793,0,2910
2014,CENTRO-OESTE,GO,TEREZOPOLIS DE GOIAS,522119,SANEAGO,11,0,6292
2014,CENTRO-OESTE,GO,TRES RANCHOS,522130,SANEAGO,0,0,2682
2014,CENTRO-OESTE,GO,TRINDADE,522140,,17,0,51
2014,CENTRO-OESTE,GO,TRINDADE,522140,SANEAGO,24807,0,96269
2014,CENTRO-OESTE,GO,TROMBAS,522145,,9,0,2822
2014,CENTRO-OESTE,GO,TURVANIA,522150,SANEAGO,17,0,4855
2014,CENTRO-OESTE,GO,TURVELANDIA,522155,SANEAGO,63,0,3391
2014,CENTRO-OESTE,GO,UIRAPURU,522157,SANEAGO,169,0,2441
2014,CENTRO-OESTE,GO,URUACU,522160,SANEAGO,1,0,37560
2014,CENTRO-OESTE,GO,URUANA,522170,SANEAGO,602,0,13346
2014,CENTRO-OESTE,GO,URUTAI,522180,SANEAGO,0,0,3129
2014,CENTRO-OESTE,GO,VALPARAISO DE GOIAS,522185,SANEAGO,6802,0,83495
2014,CENTRO-OESTE,GO,VARJAO,522190,SANEAGO,9,0,2724
2014,CENTRO-OESTE,GO,VIANOPOLIS,522200,SANEAGO,53,0,12686
2014,CENTRO-OESTE,GO,VICENTINOPOLIS,522205,,0,0,6200
2014,CENTRO-OESTE,GO,VILA BOA,522220,SANEAGO,1283,0,4298
2014,CENTRO-OESTE,GO,VILA PROPICIO,522230,SANEAGO,476,0,1533
2014,CENTRO-OESTE,MS,AMAMBAI,500060,SANESUL,8283,0,26671
2014,CENTRO-OESTE,MS,ANAURILANDIA,500080,SANESUL,2570,0,7915
2014,CENTRO-OESTE,MS,ANGELICA,500085,SANESUL,30,0,9696
2014,CENTRO-OESTE,MS,ANTONIO JOAO,500090,SANESUL,2399,0,7965
2014,CENTRO-OESTE,MS,ARAL MOREIRA,500124,SANESUL,1810,0,6824
2014,CENTRO-OESTE,MS,BATAYPORA,500200,SANESUL,34,0,10830
2014,CENTRO-OESTE,MS,BONITO,500220,SANESUL,6564,6413826,20546
2014,CENTRO-OESTE,MS,CAARAPO,500240,SANESUL,6433,0,21873
2014,CENTRO-OESTE,MS,CAMPO GRANDE,500270,,155110,0,819427
2014,CENTRO-OESTE,MS,CARACOL,500280,SANESUL,1488,86,5089
2014,CENTRO-OESTE,MS,CORONEL SAPUCAIA,500315,SANESUL,29,0,8820
2014,CENTRO-OESTE,MS,CORUMBA,500320,,402,402,1678
2014,CENTRO-OESTE,MS,CORUMBA,500320,SANESUL,28481,337,105665
2014,CENTRO-OESTE,MS,DEODAPOLIS,500345,SANESUL,465,0,12150
2014,CENTRO-OESTE,MS,ELDORADO,500375,SANESUL,3630,0,12013
2014,CENTRO-OESTE,MS,GUIA LOPES DA LAGUNA,500410,SANESUL,3214,3214,10092
2014,CENTRO-OESTE,MS,IGUATEMI,500430,SANESUL,3869,0,12419
